Customer ID,Subscription Status,Shipping Type,Discount Applied,Promo Code Used
1405,No,Next Day Air,Yes,Yes
1406,No,Store Pickup,Yes,Yes
1407,No,Express,Yes,Yes
1408,No,Express,Yes,Yes
1409,No,Free Shipping,Yes,Yes
1410,No,Standard,Yes,Yes
1411,No,Store Pickup,Yes,Yes
1412,No,Store Pickup,Yes,Yes
1413,No,2-Day Shipping,Yes,Yes
1414,No,Store Pickup,Yes,Yes
1415,No,Store Pickup,Yes,Yes
1416,No,Free Shipping,Yes,Yes
1417,No,Free Shipping,Yes,Yes
1418,No,Standard,Yes,Yes
1419,No,2-Day Shipping,Yes,Yes
1420,No,Free Shipping,Yes,Yes
1421,No,Store Pickup,Yes,Yes
1422,No,Standard,Yes,Yes
1423,No,Free Shipping,Yes,Yes
1424,No,Free Shipping,Yes,Yes
1425,No,Standard,Yes,Yes
1426,No,Next Day Air,Yes,Yes
1427,No,Free Shipping,Yes,Yes
1428,No,Store Pickup,Yes,Yes
1429,No,Express,Yes,Yes
1430,No,Standard,Yes,Yes
1431,No,Free Shipping,Yes,Yes
1432,No,Express,Yes,Yes
1433,No,Express,Yes,Yes
1434,No,Next Day Air,Yes,Yes
1435,No,Free Shipping,Yes,Yes
1436,No,Standard,Yes,Yes
1437,No,Free Shipping,Yes,Yes
1438,No,Free Shipping,Yes,Yes
1439,No,Standard,Yes,Yes
1440,No,Next Day Air,Yes,Yes
1441,No,Standard,Yes,Yes
1442,No,Free Shipping,Yes,Yes
1443,No,2-Day Shipping,Yes,Yes
1444,No,Next Day Air,Yes,Yes
1445,No,Express,Yes,Yes
1446,No,2-Day Shipping,Yes,Yes
1447,No,Express,Yes,Yes
1448,No,Next Day Air,Yes,Yes
1449,No,Free Shipping,Yes,Yes
1450,No,Store Pickup,Yes,Yes
1451,No,Free Shipping,Yes,Yes
1452,No,Next Day Air,Yes,Yes
1453,No,2-Day Shipping,Yes,Yes
1454,No,2-Day Shipping,Yes,Yes
1455,No,Free Shipping,Yes,Yes
1456,No,Express,Yes,Yes
1457,No,Store Pickup,Yes,Yes
1458,No,Express,Yes,Yes
1459,No,2-Day Shipping,Yes,Yes
1460,No,Express,Yes,Yes
1461,No,Standard,Yes,Yes
1462,No,2-Day Shipping,Yes,Yes
1463,No,2-Day Shipping,Yes,Yes
1464,No,Store Pickup,Yes,Yes
1465,No,2-Day Shipping,Yes,Yes
1466,No,Store Pickup,Yes,Yes
1467,No,Store Pickup,Yes,Yes
1468,No,Store Pickup,Yes,Yes
1469,No,Express,Yes,Yes
1470,No,Standard,Yes,Yes
1471,No,Next Day Air,Yes,Yes
1472,No,2-Day Shipping,Yes,Yes
1473,No,Store Pickup,Yes,Yes
1474,No,Express,Yes,Yes
1475,No,Next Day Air,Yes,Yes
1476,No,Express,Yes,Yes
1477,No,Next Day Air,Yes,Yes
1478,No,Standard,Yes,Yes
1479,No,Free Shipping,Yes,Yes
1480,No,Standard,Yes,Yes
1481,No,Express,Yes,Yes
1482,No,Standard,Yes,Yes
1483,No,2-Day Shipping,Yes,Yes
1484,No,Next Day Air,Yes,Yes
1485,No,Store Pickup,Yes,Yes
1486,No,Standard,Yes,Yes
1487,No,Free Shipping,Yes,Yes
1488,No,Store Pickup,Yes,Yes
1489,No,Standard,Yes,Yes
1490,No,Next Day Air,Yes,Yes
1491,No,Express,Yes,Yes
1492,No,Free Shipping,Yes,Yes
1493,No,Free Shipping,Yes,Yes
1494,No,Standard,Yes,Yes
1495,No,Next Day Air,Yes,Yes
1496,No,Next Day Air,Yes,Yes
1497,No,Standard,Yes,Yes
1498,No,2-Day Shipping,Yes,Yes
1499,No,Standard,Yes,Yes
1500,No,Free Shipping,Yes,Yes
1501,No,Next Day Air,Yes,Yes
1502,No,Standard,Yes,Yes
1503,No,Store Pickup,Yes,Yes
1504,No,2-Day Shipping,Yes,Yes
1505,No,Next Day Air,Yes,Yes
1506,No,Express,Yes,Yes
1507,No,2-Day Shipping,Yes,Yes
1508,No,2-Day Shipping,Yes,Yes
1509,No,Store Pickup,Yes,Yes
1510,No,Free Shipping,Yes,Yes
1511,No,Free Shipping,Yes,Yes
1512,No,Express,Yes,Yes
1513,No,Standard,Yes,Yes
1514,No,Free Shipping,Yes,Yes
1515,No,2-Day Shipping,Yes,Yes
1516,No,2-Day Shipping,Yes,Yes
1517,No,Express,Yes,Yes
1518,No,Standard,Yes,Yes
1519,No,Next Day Air,Yes,Yes
1520,No,Next Day Air,Yes,Yes
1521,No,2-Day Shipping,Yes,Yes
1522,No,2-Day Shipping,Yes,Yes
1523,No,Free Shipping,Yes,Yes
1524,No,2-Day Shipping,Yes,Yes
1525,No,Free Shipping,Yes,Yes
1526,No,2-Day Shipping,Yes,Yes
1527,No,Next Day Air,Yes,Yes
1528,No,2-Day Shipping,Yes,Yes
1529,No,Store Pickup,Yes,Yes
1530,No,Free Shipping,Yes,Yes
1531,No,Next Day Air,Yes,Yes
1532,No,Next Day Air,Yes,Yes
1533,No,Next Day Air,Yes,Yes
1534,No,2-Day Shipping,Yes,Yes
1535,No,Free Shipping,Yes,Yes
1536,No,2-Day Shipping,Yes,Yes
1537,No,Store Pickup,Yes,Yes
1538,No,Next Day Air,Yes,Yes
1539,No,Standard,Yes,Yes
1540,No,2-Day Shipping,Yes,Yes
1541,No,Next Day Air,Yes,Yes
1542,No,Store Pickup,Yes,Yes
1543,No,Next Day Air,Yes,Yes
1544,No,Standard,Yes,Yes
1545,No,Standard,Yes,Yes
1546,No,Store Pickup,Yes,Yes
1547,No,Express,Yes,Yes
1548,No,Standard,Yes,Yes
1549,No,Store Pickup,Yes,Yes
1550,No,2-Day Shipping,Yes,Yes
1551,No,Free Shipping,Yes,Yes
1552,No,2-Day Shipping,Yes,Yes
1553,No,Express,Yes,Yes
1554,No,Free Shipping,Yes,Yes
1555,No,Standard,Yes,Yes
1556,No,Free Shipping,Yes,Yes
1557,No,Standard,Yes,Yes
1558,No,Next Day Air,Yes,Yes
1559,No,Express,Yes,Yes
1560,No,Store Pickup,Yes,Yes
1561,No,Free Shipping,Yes,Yes
1562,No,Standard,Yes,Yes
1563,No,Next Day Air,Yes,Yes
1564,No,Next Day Air,Yes,Yes
1565,No,Next Day Air,Yes,Yes
1566,No,Free Shipping,Yes,Yes
1567,No,Free Shipping,Yes,Yes
1568,No,Standard,Yes,Yes
1569,No,Store Pickup,Yes,Yes
1570,No,Standard,Yes,Yes
1571,No,Next Day Air,Yes,Yes
1572,No,Next Day Air,Yes,Yes
1573,No,2-Day Shipping,Yes,Yes
1574,No,2-Day Shipping,Yes,Yes
1575,No,Free Shipping,Yes,Yes
1576,No,Next Day Air,Yes,Yes
1577,No,2-Day Shipping,Yes,Yes
1578,No,Standard,Yes,Yes
1579,No,2-Day Shipping,Yes,Yes
1580,No,Free Shipping,Yes,Yes
1581,No,Standard,Yes,Yes
1582,No,Free Shipping,Yes,Yes
1583,No,Next Day Air,Yes,Yes
1584,No,Next Day Air,Yes,Yes
1585,No,Store Pickup,Yes,Yes
1586,No,Next Day Air,Yes,Yes
1587,No,Express,Yes,Yes
1588,No,Free Shipping,Yes,Yes
1589,No,Next Day Air,Yes,Yes
1590,No,Store Pickup,Yes,Yes
1591,No,Free Shipping,Yes,Yes
1592,No,Next Day Air,Yes,Yes
1593,No,Free Shipping,Yes,Yes
1594,No,2-Day Shipping,Yes,Yes
1595,No,Store Pickup,Yes,Yes
1596,No,Standard,Yes,Yes
1597,No,Store Pickup,Yes,Yes
1598,No,Store Pickup,Yes,Yes
1599,No,Express,Yes,Yes
1600,No,2-Day Shipping,Yes,Yes
1601,No,Next Day Air,Yes,Yes
1602,No,Store Pickup,Yes,Yes
1603,No,Free Shipping,Yes,Yes
1604,No,Next Day Air,Yes,Yes
1605,No,2-Day Shipping,Yes,Yes
1606,No,Next Day Air,Yes,Yes
1607,No,Standard,Yes,Yes
1608,No,Free Shipping,Yes,Yes
1609,No,Next Day Air,Yes,Yes
1610,No,Standard,Yes,Yes
1611,No,2-Day Shipping,Yes,Yes
1612,No,Next Day Air,Yes,Yes
1613,No,Standard,Yes,Yes
1614,No,Next Day Air,Yes,Yes
1615,No,Free Shipping,Yes,Yes
1616,No,Standard,Yes,Yes
1617,No,Standard,Yes,Yes
1618,No,Standard,Yes,Yes
1619,No,Standard,Yes,Yes
1620,No,Store Pickup,Yes,Yes
1621,No,2-Day Shipping,Yes,Yes
1622,No,2-Day Shipping,Yes,Yes
1623,No,Store Pickup,Yes,Yes
1624,No,Next Day Air,Yes,Yes
1625,No,Free Shipping,Yes,Yes
1626,No,Next Day Air,Yes,Yes
1627,No,Next Day Air,Yes,Yes
1628,No,Next Day Air,Yes,Yes
1629,No,Next Day Air,Yes,Yes
1630,No,Next Day Air,Yes,Yes
1631,No,Store Pickup,Yes,Yes
1632,No,2-Day Shipping,Yes,Yes
1633,No,2-Day Shipping,Yes,Yes
1634,No,2-Day Shipping,Yes,Yes
1635,No,Store Pickup,Yes,Yes
1636,No,Standard,Yes,Yes
1637,No,Free Shipping,Yes,Yes
1638,No,Next Day Air,Yes,Yes
1639,No,Free Shipping,Yes,Yes
1640,No,Free Shipping,Yes,Yes
1641,No,2-Day Shipping,Yes,Yes
1642,No,Free Shipping,Yes,Yes
1643,No,Store Pickup,Yes,Yes
1644,No,2-Day Shipping,Yes,Yes
1645,No,Next Day Air,Yes,Yes
1646,No,Standard,Yes,Yes
1647,No,Standard,Yes,Yes
1648,No,Store Pickup,Yes,Yes
1649,No,Express,Yes,Yes
1650,No,Free Shipping,Yes,Yes
1651,No,Next Day Air,Yes,Yes
1652,No,Standard,Yes,Yes
1653,No,Next Day Air,Yes,Yes
1654,No,2-Day Shipping,Yes,Yes
1655,No,Store Pickup,Yes,Yes
1656,No,Next Day Air,Yes,Yes
1657,No,2-Day Shipping,Yes,Yes
1658,No,Store Pickup,Yes,Yes
1659,No,Store Pickup,Yes,Yes
1660,No,Next Day Air,Yes,Yes
1661,No,Standard,Yes,Yes
1662,No,2-Day Shipping,Yes,Yes
1663,No,Free Shipping,Yes,Yes
1664,No,Standard,Yes,Yes
1665,No,Next Day Air,Yes,Yes
1666,No,Next Day Air,Yes,Yes
1667,No,Store Pickup,Yes,Yes
1668,No,2-Day Shipping,Yes,Yes
1669,No,Standard,Yes,Yes
1670,No,Store Pickup,Yes,Yes
1671,No,Free Shipping,Yes,Yes
1672,No,Free Shipping,Yes,Yes
1673,No,Free Shipping,Yes,Yes
1674,No,Next Day Air,Yes,Yes
1675,No,Free Shipping,Yes,Yes
1676,No,Next Day Air,Yes,Yes
1677,No,Next Day Air,Yes,Yes
1678,No,Next Day Air,No,No
1679,No,2-Day Shipping,No,No
1680,No,Next Day Air,No,No
1681,No,Store Pickup,No,No
1682,No,2-Day Shipping,No,No
1683,No,2-Day Shipping,No,No
1684,No,Next Day Air,No,No
1685,No,Standard,No,No
1686,No,Standard,No,No
1687,No,Store Pickup,No,No
1688,No,Free Shipping,No,No
1689,No,Next Day Air,No,No
1690,No,Store Pickup,No,No
1691,No,Free Shipping,No,No
1692,No,Next Day Air,No,No
1693,No,Standard,No,No
1694,No,Standard,No,No
1695,No,Express,No,No
1696,No,2-Day Shipping,No,No
1697,No,Free Shipping,No,No
1698,No,Next Day Air,No,No
1699,No,Standard,No,No
1700,No,Free Shipping,No,No
1701,No,Express,No,No
1702,No,Next Day Air,No,No
1703,No,Express,No,No
1704,No,Next Day Air,No,No
1705,No,Store Pickup,No,No
1706,No,2-Day Shipping,No,No
1707,No,Standard,No,No
1708,No,2-Day Shipping,No,No
1709,No,Express,No,No
1710,No,Standard,No,No
1711,No,Store Pickup,No,No
1712,No,Express,No,No
1713,No,2-Day Shipping,No,No
1714,No,Free Shipping,No,No
1715,No,Standard,No,No
1716,No,2-Day Shipping,No,No
1717,No,Standard,No,No
1718,No,Express,No,No
1719,No,2-Day Shipping,No,No
1720,No,Free Shipping,No,No
1721,No,Express,No,No
1722,No,Free Shipping,No,No
1723,No,Standard,No,No
1724,No,Standard,No,No
1725,No,Free Shipping,No,No
1726,No,Next Day Air,No,No
1727,No,Express,No,No
1728,No,Express,No,No
1729,No,Express,No,No
1730,No,Store Pickup,No,No
1731,No,Free Shipping,No,No
1732,No,Next Day Air,No,No
1733,No,Free Shipping,No,No
1734,No,Express,No,No
1735,No,Next Day Air,No,No
1736,No,Express,No,No
1737,No,2-Day Shipping,No,No
1738,No,Store Pickup,No,No
1739,No,2-Day Shipping,No,No
1740,No,Express,No,No
1741,No,Next Day Air,No,No
1742,No,Next Day Air,No,No
1743,No,Express,No,No
1744,No,Standard,No,No
1745,No,Standard,No,No
1746,No,Store Pickup,No,No
1747,No,Store Pickup,No,No
1748,No,Express,No,No
1749,No,2-Day Shipping,No,No
1750,No,2-Day Shipping,No,No
1751,No,Express,No,No
1752,No,2-Day Shipping,No,No
1753,No,Store Pickup,No,No
1754,No,Next Day Air,No,No
1755,No,2-Day Shipping,No,No
1756,No,Next Day Air,No,No
1757,No,Free Shipping,No,No
1758,No,Standard,No,No
1759,No,Free Shipping,No,No
1760,No,Next Day Air,No,No
1761,No,Standard,No,No
1762,No,2-Day Shipping,No,No
1763,No,Express,No,No
1764,No,Store Pickup,No,No
1765,No,Store Pickup,No,No
1766,No,2-Day Shipping,No,No
1767,No,2-Day Shipping,No,No
1768,No,2-Day Shipping,No,No
1769,No,2-Day Shipping,No,No
1770,No,Free Shipping,No,No
1771,No,Express,No,No
1772,No,Store Pickup,No,No
1773,No,2-Day Shipping,No,No
1774,No,Free Shipping,No,No
1775,No,Express,No,No
1776,No,2-Day Shipping,No,No
1777,No,Free Shipping,No,No
1778,No,Free Shipping,No,No
1779,No,Store Pickup,No,No
1780,No,Free Shipping,No,No
1781,No,Next Day Air,No,No
1782,No,Express,No,No
1783,No,Next Day Air,No,No
1784,No,Free Shipping,No,No
1785,No,Standard,No,No
1786,No,Next Day Air,No,No
1787,No,2-Day Shipping,No,No
1788,No,2-Day Shipping,No,No
1789,No,Store Pickup,No,No
1790,No,2-Day Shipping,No,No
1791,No,Store Pickup,No,No
1792,No,Store Pickup,No,No
1793,No,Express,No,No
1794,No,Store Pickup,No,No
1795,No,Express,No,No
1796,No,2-Day Shipping,No,No
1797,No,Store Pickup,No,No
1798,No,2-Day Shipping,No,No
1799,No,Express,No,No
1800,No,Express,No,No
1801,No,Express,No,No
1802,No,Express,No,No
1803,No,Store Pickup,No,No
1804,No,Free Shipping,No,No
1805,No,Next Day Air,No,No
1806,No,Store Pickup,No,No
1807,No,Standard,No,No
1808,No,Standard,No,No
1809,No,Next Day Air,No,No
1810,No,Free Shipping,No,No
1811,No,Standard,No,No
1812,No,Standard,No,No
1813,No,Express,No,No
1814,No,Free Shipping,No,No
1815,No,Free Shipping,No,No
1816,No,2-Day Shipping,No,No
1817,No,Express,No,No
1818,No,Free Shipping,No,No
1819,No,Express,No,No
1820,No,Next Day Air,No,No
1821,No,Express,No,No
1822,No,Express,No,No
1823,No,Standard,No,No
1824,No,Free Shipping,No,No
1825,No,Express,No,No
1826,No,Next Day Air,No,No
1827,No,Express,No,No
1828,No,2-Day Shipping,No,No
1829,No,Express,No,No
1830,No,2-Day Shipping,No,No
1831,No,Express,No,No
1832,No,Free Shipping,No,No
1833,No,Free Shipping,No,No
1834,No,2-Day Shipping,No,No
1835,No,2-Day Shipping,No,No
1836,No,2-Day Shipping,No,No
1837,No,2-Day Shipping,No,No
1838,No,Free Shipping,No,No
1839,No,Next Day Air,No,No
1840,No,Store Pickup,No,No
1841,No,Store Pickup,No,No
1842,No,Standard,No,No
1843,No,Express,No,No
1844,No,Next Day Air,No,No
1845,No,2-Day Shipping,No,No
1846,No,2-Day Shipping,No,No
1847,No,Standard,No,No
1848,No,Free Shipping,No,No
1849,No,Express,No,No
1850,No,Store Pickup,No,No
1851,No,Store Pickup,No,No
1852,No,Free Shipping,No,No
1853,No,Store Pickup,No,No
1854,No,Express,No,No
1855,No,Express,No,No
1856,No,Standard,No,No
1857,No,Free Shipping,No,No
1858,No,Next Day Air,No,No
1859,No,2-Day Shipping,No,No
1860,No,Store Pickup,No,No
1861,No,Next Day Air,No,No
1862,No,Standard,No,No
1863,No,Express,No,No
1864,No,2-Day Shipping,No,No
1865,No,2-Day Shipping,No,No
1866,No,Store Pickup,No,No
1867,No,Standard,No,No
1868,No,2-Day Shipping,No,No
1869,No,Next Day Air,No,No
1870,No,2-Day Shipping,No,No
1871,No,Store Pickup,No,No
1872,No,Standard,No,No
1873,No,Standard,No,No
1874,No,Express,No,No
1875,No,Free Shipping,No,No
1876,No,Next Day Air,No,No
1877,No,Standard,No,No
1878,No,Express,No,No
1879,No,Store Pickup,No,No
1880,No,Express,No,No
1881,No,2-Day Shipping,No,No
1882,No,Standard,No,No
1883,No,Store Pickup,No,No
1884,No,Store Pickup,No,No
1885,No,Next Day Air,No,No
1886,No,Standard,No,No
1887,No,Next Day Air,No,No
1888,No,Express,No,No
1889,No,Free Shipping,No,No
1890,No,Next Day Air,No,No
1891,No,Store Pickup,No,No
1892,No,Next Day Air,No,No
1893,No,2-Day Shipping,No,No
1894,No,Express,No,No
1895,No,Free Shipping,No,No
1896,No,Express,No,No
1897,No,Standard,No,No
1898,No,Free Shipping,No,No
1899,No,Next Day Air,No,No
1900,No,Store Pickup,No,No
1901,No,Free Shipping,No,No
1902,No,Store Pickup,No,No
1903,No,Store Pickup,No,No
1904,No,Standard,No,No
1905,No,Free Shipping,No,No
1906,No,2-Day Shipping,No,No
1907,No,2-Day Shipping,No,No
1908,No,Store Pickup,No,No
1909,No,Next Day Air,No,No
1910,No,Store Pickup,No,No
1911,No,Express,No,No
1912,No,Express,No,No
1913,No,2-Day Shipping,No,No
1914,No,Express,No,No
1915,No,Standard,No,No
1916,No,2-Day Shipping,No,No
1917,No,Next Day Air,No,No
1918,No,Free Shipping,No,No
1919,No,Standard,No,No
1920,No,Express,No,No
1921,No,Standard,No,No
1922,No,Store Pickup,No,No
1923,No,Standard,No,No
1924,No,Standard,No,No
1925,No,Free Shipping,No,No
1926,No,Express,No,No
1927,No,Express,No,No
1928,No,Standard,No,No
1929,No,Standard,No,No
1930,No,Standard,No,No
1931,No,Store Pickup,No,No
1932,No,Store Pickup,No,No
1933,No,Free Shipping,No,No
1934,No,Next Day Air,No,No
1935,No,Free Shipping,No,No
1936,No,Free Shipping,No,No
1937,No,2-Day Shipping,No,No
1938,No,2-Day Shipping,No,No
1939,No,Standard,No,No
1940,No,Store Pickup,No,No
1941,No,2-Day Shipping,No,No
1942,No,Standard,No,No
1943,No,Express,No,No
1944,No,Next Day Air,No,No
1945,No,Free Shipping,No,No
1946,No,2-Day Shipping,No,No
1947,No,Standard,No,No
1948,No,Store Pickup,No,No
1949,No,Next Day Air,No,No
1950,No,Store Pickup,No,No
1951,No,Free Shipping,No,No
1952,No,Next Day Air,No,No
1953,No,2-Day Shipping,No,No
1954,No,Standard,No,No
1955,No,Free Shipping,No,No
1956,No,Express,No,No
1957,No,Express,No,No
1958,No,Store Pickup,No,No
1959,No,Store Pickup,No,No
1960,No,Store Pickup,No,No
1961,No,2-Day Shipping,No,No
1962,No,Free Shipping,No,No
1963,No,Standard,No,No
1964,No,Standard,No,No
1965,No,Express,No,No
1966,No,Express,No,No
1967,No,Express,No,No
1968,No,Standard,No,No
1969,No,Standard,No,No
1970,No,Next Day Air,No,No
1971,No,Next Day Air,No,No
1972,No,Next Day Air,No,No
1973,No,Express,No,No
1974,No,Standard,No,No
1975,No,2-Day Shipping,No,No
1976,No,Express,No,No
1977,No,Next Day Air,No,No
1978,No,Free Shipping,No,No
1979,No,Store Pickup,No,No
1980,No,Store Pickup,No,No
1981,No,Store Pickup,No,No
1982,No,Express,No,No
1983,No,2-Day Shipping,No,No
1984,No,Next Day Air,No,No
1985,No,2-Day Shipping,No,No
1986,No,2-Day Shipping,No,No
1987,No,2-Day Shipping,No,No
1988,No,Express,No,No
1989,No,Free Shipping,No,No
1990,No,Express,No,No
1991,No,2-Day Shipping,No,No
1992,No,Next Day Air,No,No
1993,No,2-Day Shipping,No,No
1994,No,Express,No,No
1995,No,Next Day Air,No,No
1996,No,Standard,No,No
1997,No,Next Day Air,No,No
1998,No,Express,No,No
1999,No,2-Day Shipping,No,No
2000,No,2-Day Shipping,No,No
2001,No,2-Day Shipping,No,No
2002,No,Free Shipping,No,No
2003,No,Express,No,No
2004,No,Express,No,No
2005,No,2-Day Shipping,No,No
2006,No,Store Pickup,No,No
2007,No,Express,No,No
2008,No,2-Day Shipping,No,No
2009,No,Free Shipping,No,No
2010,No,Next Day Air,No,No
2011,No,2-Day Shipping,No,No
2012,No,Express,No,No
2013,No,Store Pickup,No,No
2014,No,Standard,No,No
2015,No,Standard,No,No
2016,No,Next Day Air,No,No
2017,No,Standard,No,No
2018,No,Next Day Air,No,No
2019,No,Store Pickup,No,No
2020,No,Store Pickup,No,No
2021,No,Next Day Air,No,No
2022,No,Standard,No,No
2023,No,Store Pickup,No,No
2024,No,Store Pickup,No,No
2025,No,Express,No,No
2026,No,Express,No,No
2027,No,Express,No,No
2028,No,Standard,No,No
2029,No,2-Day Shipping,No,No
2030,No,Next Day Air,No,No
2031,No,Standard,No,No
2032,No,Standard,No,No
2033,No,Next Day Air,No,No
2034,No,Express,No,No
2035,No,Store Pickup,No,No
2036,No,Express,No,No
2037,No,Next Day Air,No,No
2038,No,Express,No,No
2039,No,Next Day Air,No,No
2040,No,Next Day Air,No,No
2041,No,Free Shipping,No,No
2042,No,Next Day Air,No,No
2043,No,2-Day Shipping,No,No
2044,No,Standard,No,No
2045,No,Free Shipping,No,No
2046,No,Express,No,No
2047,No,Free Shipping,No,No
2048,No,Store Pickup,No,No
2049,No,Express,No,No
2050,No,Standard,No,No
2051,No,Store Pickup,No,No
2052,No,Free Shipping,No,No
2053,No,2-Day Shipping,No,No
2054,No,2-Day Shipping,No,No
2055,No,Express,No,No
2056,No,2-Day Shipping,No,No
2057,No,2-Day Shipping,No,No
2058,No,Standard,No,No
2059,No,Store Pickup,No,No
2060,No,Express,No,No
2061,No,Next Day Air,No,No
2062,No,Store Pickup,No,No
2063,No,Standard,No,No
2064,No,Standard,No,No
2065,No,2-Day Shipping,No,No
2066,No,Free Shipping,No,No
2067,No,Store Pickup,No,No
2068,No,2-Day Shipping,No,No
2069,No,Store Pickup,No,No
2070,No,Free Shipping,No,No
2071,No,Express,No,No
2072,No,Store Pickup,No,No
2073,No,Next Day Air,No,No
2074,No,Next Day Air,No,No
2075,No,Free Shipping,No,No
2076,No,Express,No,No
2077,No,Free Shipping,No,No
2078,No,Free Shipping,No,No
2079,No,Next Day Air,No,No
2080,No,Next Day Air,No,No
2081,No,Free Shipping,No,No
2082,No,Standard,No,No
2083,No,Free Shipping,No,No
2084,No,Store Pickup,No,No
2085,No,Standard,No,No
2086,No,Free Shipping,No,No
2087,No,2-Day Shipping,No,No
2088,No,Standard,No,No
2089,No,Standard,No,No
2090,No,Free Shipping,No,No
2091,No,Free Shipping,No,No
2092,No,Next Day Air,No,No
2093,No,Next Day Air,No,No
2094,No,Store Pickup,No,No
2095,No,Standard,No,No
2096,No,Store Pickup,No,No
2097,No,Free Shipping,No,No
2098,No,Next Day Air,No,No
2099,No,2-Day Shipping,No,No
2100,No,Express,No,No
2101,No,Free Shipping,No,No
2102,No,Next Day Air,No,No
2103,No,Store Pickup,No,No
2104,No,Store Pickup,No,No
2105,No,Free Shipping,No,No
2106,No,Free Shipping,No,No
2107,No,Standard,No,No
2108,No,Standard,No,No
2109,No,Express,No,No
2110,No,Free Shipping,No,No
2111,No,Store Pickup,No,No
2112,No,Free Shipping,No,No
2113,No,2-Day Shipping,No,No
2114,No,Store Pickup,No,No
2115,No,Standard,No,No
2116,No,Store Pickup,No,No
2117,No,Express,No,No
2118,No,Free Shipping,No,No
2119,No,2-Day Shipping,No,No
2120,No,Store Pickup,No,No
2121,No,Next Day Air,No,No
2122,No,2-Day Shipping,No,No
2123,No,Express,No,No
2124,No,Express,No,No
2125,No,Next Day Air,No,No
2126,No,Store Pickup,No,No
2127,No,Express,No,No
2128,No,2-Day Shipping,No,No
2129,No,2-Day Shipping,No,No
2130,No,Store Pickup,No,No
2131,No,Free Shipping,No,No
2132,No,Express,No,No
2133,No,2-Day Shipping,No,No
2134,No,Standard,No,No
2135,No,Standard,No,No
2136,No,Next Day Air,No,No
2137,No,Standard,No,No
2138,No,2-Day Shipping,No,No
2139,No,Next Day Air,No,No
2140,No,Free Shipping,No,No
2141,No,Standard,No,No
2142,No,2-Day Shipping,No,No
2143,No,Next Day Air,No,No
2144,No,Next Day Air,No,No
2145,No,Free Shipping,No,No
2146,No,Standard,No,No
2147,No,Standard,No,No
2148,No,Standard,No,No
2149,No,2-Day Shipping,No,No
2150,No,Standard,No,No
2151,No,2-Day Shipping,No,No
2152,No,2-Day Shipping,No,No
2153,No,Next Day Air,No,No
2154,No,Free Shipping,No,No
2155,No,Store Pickup,No,No
2156,No,Store Pickup,No,No
2157,No,Next Day Air,No,No
2158,No,Next Day Air,No,No
2159,No,Standard,No,No
2160,No,Free Shipping,No,No
2161,No,Express,No,No
2162,No,Express,No,No
2163,No,Free Shipping,No,No
2164,No,Express,No,No
2165,No,Next Day Air,No,No
2166,No,Express,No,No
2167,No,Express,No,No
2168,No,Standard,No,No
2169,No,Next Day Air,No,No
2170,No,Next Day Air,No,No
2171,No,Next Day Air,No,No
2172,No,Store Pickup,No,No
2173,No,Store Pickup,No,No
2174,No,2-Day Shipping,No,No
2175,No,Store Pickup,No,No
2176,No,Free Shipping,No,No
2177,No,2-Day Shipping,No,No
2178,No,Express,No,No
2179,No,Standard,No,No
2180,No,Next Day Air,No,No
2181,No,Store Pickup,No,No
2182,No,Free Shipping,No,No
2183,No,Store Pickup,No,No
2184,No,Store Pickup,No,No
2185,No,Free Shipping,No,No
2186,No,Express,No,No
2187,No,Next Day Air,No,No
2188,No,Free Shipping,No,No
2189,No,Next Day Air,No,No
2190,No,Express,No,No
2191,No,Express,No,No
2192,No,Next Day Air,No,No
2193,No,Next Day Air,No,No
2194,No,Express,No,No
2195,No,Standard,No,No
2196,No,Next Day Air,No,No
2197,No,Next Day Air,No,No
2198,No,2-Day Shipping,No,No
2199,No,Free Shipping,No,No
2200,No,Store Pickup,No,No
2201,No,Next Day Air,No,No
2202,No,2-Day Shipping,No,No
2203,No,Next Day Air,No,No
2204,No,Free Shipping,No,No
2205,No,2-Day Shipping,No,No
2206,No,Express,No,No
2207,No,Store Pickup,No,No
2208,No,Next Day Air,No,No
2209,No,2-Day Shipping,No,No
2210,No,2-Day Shipping,No,No
2211,No,Store Pickup,No,No
2212,No,Free Shipping,No,No
2213,No,Next Day Air,No,No
2214,No,Express,No,No
2215,No,Standard,No,No
2216,No,Express,No,No
2217,No,Store Pickup,No,No
2218,No,Store Pickup,No,No
2219,No,Store Pickup,No,No
2220,No,Store Pickup,No,No
2221,No,Store Pickup,No,No
2222,No,Free Shipping,No,No
2223,No,Store Pickup,No,No
2224,No,Next Day Air,No,No
2225,No,Standard,No,No
2226,No,Free Shipping,No,No
2227,No,Store Pickup,No,No
2228,No,Next Day Air,No,No
2229,No,Free Shipping,No,No
2230,No,Express,No,No
2231,No,Express,No,No
2232,No,Store Pickup,No,No
2233,No,Store Pickup,No,No
2234,No,Express,No,No
2235,No,Express,No,No
2236,No,2-Day Shipping,No,No
2237,No,Standard,No,No
2238,No,Next Day Air,No,No
2239,No,Standard,No,No
2240,No,2-Day Shipping,No,No
2241,No,Next Day Air,No,No
2242,No,Free Shipping,No,No
2243,No,Next Day Air,No,No
2244,No,2-Day Shipping,No,No
2245,No,2-Day Shipping,No,No
2246,No,Free Shipping,No,No
2247,No,Store Pickup,No,No
