Customer ID,Previous Purchases,Payment Method,Frequency of Purchases
1708,25,Cash,Bi-Weekly
1709,1,Credit Card,Quarterly
1710,19,Bank Transfer,Annually
1711,7,Credit Card,Quarterly
1712,19,Credit Card,Monthly
1713,9,Cash,Fortnightly
1714,37,PayPal,Quarterly
1715,15,Cash,Monthly
1716,30,PayPal,Bi-Weekly
1717,30,Cash,Every 3 Months
1718,16,Debit Card,Bi-Weekly
1719,14,PayPal,Every 3 Months
1720,8,Venmo,Quarterly
1721,40,Debit Card,Bi-Weekly
1722,24,Credit Card,Monthly
1723,14,Cash,Fortnightly
1724,39,PayPal,Annually
1725,21,PayPal,Weekly
1726,32,Venmo,Quarterly
1727,45,Debit Card,Weekly
1728,19,PayPal,Monthly
1729,1,Debit Card,Every 3 Months
1730,12,Venmo,Fortnightly
1731,26,Credit Card,Weekly
1732,12,Cash,Monthly
1733,36,Cash,Every 3 Months
1734,22,Credit Card,Annually
1735,16,PayPal,Quarterly
1736,31,Venmo,Annually
1737,43,Cash,Quarterly
1738,50,Venmo,Bi-Weekly
1739,37,Credit Card,Weekly
1740,23,Cash,Weekly
1741,10,Bank Transfer,Every 3 Months
1742,20,Bank Transfer,Monthly
1743,18,Venmo,Every 3 Months
1744,3,Bank Transfer,Weekly
1745,23,PayPal,Weekly
1746,27,Cash,Weekly
1747,44,Bank Transfer,Fortnightly
1748,41,Venmo,Quarterly
1749,41,Bank Transfer,Annually
1750,36,Debit Card,Every 3 Months
1751,38,Venmo,Every 3 Months
1752,34,Cash,Annually
1753,14,Venmo,Quarterly
1754,23,Credit Card,Fortnightly
1755,18,Credit Card,Fortnightly
1756,45,Cash,Monthly
1757,14,Bank Transfer,Weekly
1758,48,Debit Card,Annually
1759,17,Venmo,Bi-Weekly
1760,1,PayPal,Weekly
1761,39,PayPal,Weekly
1762,24,Cash,Weekly
1763,41,Bank Transfer,Fortnightly
1764,28,PayPal,Annually
1765,34,Venmo,Quarterly
1766,41,Venmo,Quarterly
1767,27,Cash,Bi-Weekly
1768,46,Debit Card,Fortnightly
1769,2,PayPal,Every 3 Months
1770,45,Cash,Monthly
1771,34,Bank Transfer,Weekly
1772,9,Credit Card,Annually
1773,1,Bank Transfer,Annually
1774,17,PayPal,Annually
1775,6,PayPal,Weekly
1776,12,Cash,Bi-Weekly
1777,10,Venmo,Every 3 Months
1778,4,Cash,Fortnightly
1779,8,Debit Card,Bi-Weekly
1780,41,Venmo,Weekly
1781,49,Credit Card,Weekly
1782,49,Bank Transfer,Quarterly
1783,40,Bank Transfer,Fortnightly
1784,30,Credit Card,Monthly
1785,4,Debit Card,Quarterly
1786,22,Venmo,Monthly
1787,22,Venmo,Monthly
1788,10,Bank Transfer,Quarterly
1789,23,Cash,Bi-Weekly
1790,43,Debit Card,Quarterly
1791,31,PayPal,Bi-Weekly
1792,38,Cash,Annually
1793,22,Debit Card,Every 3 Months
1794,45,Cash,Every 3 Months
1795,21,Debit Card,Fortnightly
1796,9,Debit Card,Fortnightly
1797,34,Venmo,Weekly
1798,26,Venmo,Weekly
1799,1,Cash,Weekly
1800,47,Venmo,Weekly
1801,30,Credit Card,Weekly
1802,48,Debit Card,Fortnightly
1803,31,Venmo,Bi-Weekly
1804,33,Venmo,Fortnightly
1805,39,Credit Card,Weekly
1806,46,Debit Card,Weekly
1807,24,Venmo,Annually
1808,37,Venmo,Fortnightly
1809,7,Debit Card,Monthly
1810,6,Debit Card,Fortnightly
1811,16,Cash,Bi-Weekly
1812,33,Bank Transfer,Annually
1813,18,PayPal,Bi-Weekly
1814,24,PayPal,Weekly
1815,24,Cash,Quarterly
1816,48,Credit Card,Every 3 Months
1817,4,Cash,Weekly
1818,20,Cash,Weekly
1819,47,Debit Card,Every 3 Months
1820,50,Cash,Quarterly
1821,31,PayPal,Monthly
1822,29,PayPal,Quarterly
1823,4,Cash,Annually
1824,40,Bank Transfer,Bi-Weekly
1825,31,Cash,Monthly
1826,41,Credit Card,Weekly
1827,44,Debit Card,Annually
1828,31,Bank Transfer,Weekly
1829,45,Cash,Every 3 Months
1830,50,Credit Card,Quarterly
1831,7,Venmo,Annually
1832,5,Bank Transfer,Every 3 Months
1833,48,Cash,Monthly
1834,19,PayPal,Fortnightly
1835,39,Venmo,Fortnightly
1836,45,Credit Card,Quarterly
1837,35,Credit Card,Monthly
1838,8,Venmo,Monthly
1839,11,Credit Card,Quarterly
1840,32,Cash,Annually
1841,46,Bank Transfer,Every 3 Months
1842,7,PayPal,Every 3 Months
1843,1,Debit Card,Annually
1844,32,Credit Card,Monthly
1845,31,Credit Card,Annually
1846,39,Bank Transfer,Quarterly
1847,9,Venmo,Quarterly
1848,49,Credit Card,Weekly
1849,34,Cash,Every 3 Months
1850,35,Bank Transfer,Monthly
1851,50,Debit Card,Weekly
1852,4,Bank Transfer,Fortnightly
1853,32,Cash,Weekly
1854,11,PayPal,Fortnightly
1855,49,Credit Card,Annually
1856,9,Cash,Annually
1857,30,PayPal,Bi-Weekly
1858,33,Cash,Monthly
1859,8,Debit Card,Annually
1860,29,Debit Card,Fortnightly
1861,4,Credit Card,Monthly
1862,19,Debit Card,Monthly
1863,10,PayPal,Fortnightly
1864,39,Debit Card,Monthly
1865,21,Venmo,Quarterly
1866,12,Bank Transfer,Monthly
1867,9,Credit Card,Fortnightly
1868,20,Venmo,Quarterly
1869,44,Cash,Fortnightly
1870,16,Debit Card,Every 3 Months
1871,27,Debit Card,Fortnightly
1872,14,Cash,Every 3 Months
1873,24,Credit Card,Monthly
1874,49,Bank Transfer,Weekly
1875,14,Cash,Weekly
1876,6,Credit Card,Quarterly
1877,20,Venmo,Quarterly
1878,3,Credit Card,Annually
1879,5,Credit Card,Monthly
1880,46,Cash,Bi-Weekly
1881,8,Debit Card,Monthly
1882,13,Cash,Bi-Weekly
1883,25,Bank Transfer,Quarterly
1884,39,Debit Card,Fortnightly
1885,15,Bank Transfer,Bi-Weekly
1886,35,Cash,Monthly
1887,46,Cash,Bi-Weekly
1888,3,PayPal,Monthly
1889,48,Credit Card,Weekly
1890,27,Bank Transfer,Weekly
1891,5,Credit Card,Weekly
1892,48,Debit Card,Quarterly
1893,12,Venmo,Weekly
1894,10,PayPal,Fortnightly
1895,48,Debit Card,Bi-Weekly
1896,3,Debit Card,Monthly
1897,19,Venmo,Monthly
1898,11,Debit Card,Fortnightly
1899,25,Venmo,Monthly
1900,42,PayPal,Weekly
1901,34,Cash,Quarterly
1902,50,Cash,Quarterly
1903,21,Venmo,Monthly
1904,37,Bank Transfer,Weekly
1905,46,Cash,Monthly
1906,14,Bank Transfer,Fortnightly
1907,24,PayPal,Fortnightly
1908,36,Credit Card,Every 3 Months
1909,19,Debit Card,Bi-Weekly
1910,12,Credit Card,Monthly
1911,13,Debit Card,Quarterly
1912,32,Debit Card,Bi-Weekly
1913,5,Credit Card,Bi-Weekly
1914,29,Cash,Annually
1915,40,Credit Card,Fortnightly
1916,44,Cash,Weekly
1917,3,Debit Card,Bi-Weekly
1918,35,PayPal,Bi-Weekly
1919,33,Debit Card,Monthly
1920,20,PayPal,Bi-Weekly
1921,40,Cash,Every 3 Months
1922,13,Venmo,Annually
1923,9,PayPal,Monthly
1924,7,Cash,Annually
1925,42,PayPal,Quarterly
1926,44,Credit Card,Fortnightly
1927,6,PayPal,Annually
1928,8,Cash,Every 3 Months
1929,10,PayPal,Weekly
1930,46,Venmo,Quarterly
1931,26,Cash,Weekly
1932,6,Debit Card,Every 3 Months
1933,47,Credit Card,Every 3 Months
1934,28,Venmo,Annually
1935,23,Bank Transfer,Annually
1936,45,Cash,Fortnightly
1937,44,PayPal,Every 3 Months
1938,11,Bank Transfer,Monthly
1939,39,Debit Card,Bi-Weekly
1940,20,PayPal,Every 3 Months
1941,48,PayPal,Fortnightly
1942,46,Credit Card,Quarterly
1943,22,PayPal,Monthly
1944,45,Cash,Annually
1945,49,Cash,Every 3 Months
1946,9,Credit Card,Every 3 Months
1947,41,Credit Card,Quarterly
1948,2,PayPal,Monthly
1949,39,PayPal,Bi-Weekly
1950,12,PayPal,Quarterly
1951,26,PayPal,Every 3 Months
1952,32,Bank Transfer,Bi-Weekly
1953,50,Cash,Bi-Weekly
1954,3,PayPal,Fortnightly
1955,3,Venmo,Quarterly
1956,37,Cash,Monthly
1957,20,Credit Card,Fortnightly
1958,26,Cash,Bi-Weekly
1959,47,Cash,Quarterly
1960,7,Credit Card,Every 3 Months
1961,40,Credit Card,Annually
1962,45,Debit Card,Quarterly
1963,20,PayPal,Fortnightly
1964,11,Credit Card,Weekly
1965,50,Debit Card,Monthly
1966,25,Debit Card,Quarterly
1967,5,Credit Card,Fortnightly
1968,4,Venmo,Annually
1969,25,Credit Card,Weekly
1970,11,Bank Transfer,Fortnightly
1971,4,Credit Card,Bi-Weekly
1972,1,Venmo,Monthly
1973,48,PayPal,Every 3 Months
1974,9,Venmo,Every 3 Months
1975,2,PayPal,Fortnightly
1976,4,Cash,Quarterly
1977,43,PayPal,Fortnightly
1978,32,Bank Transfer,Annually
1979,1,Cash,Quarterly
1980,38,Debit Card,Fortnightly
1981,25,PayPal,Fortnightly
1982,42,PayPal,Quarterly
1983,32,PayPal,Monthly
1984,21,Debit Card,Quarterly
1985,26,PayPal,Fortnightly
1986,6,Credit Card,Fortnightly
1987,14,Venmo,Quarterly
1988,4,Cash,Quarterly
1989,26,Bank Transfer,Weekly
1990,39,PayPal,Bi-Weekly
1991,15,PayPal,Annually
1992,1,Venmo,Every 3 Months
1993,28,Venmo,Monthly
1994,17,Cash,Weekly
1995,24,Credit Card,Weekly
1996,29,Debit Card,Quarterly
1997,18,Cash,Every 3 Months
1998,10,Debit Card,Bi-Weekly
1999,19,Cash,Quarterly
2000,26,Debit Card,Monthly
2001,25,Cash,Bi-Weekly
2002,2,Debit Card,Fortnightly
2003,19,PayPal,Every 3 Months
2004,32,Cash,Quarterly
2005,13,Cash,Bi-Weekly
2006,30,PayPal,Fortnightly
2007,2,Credit Card,Annually
2008,8,PayPal,Quarterly
2009,27,PayPal,Every 3 Months
2010,26,Venmo,Bi-Weekly
2011,3,Debit Card,Bi-Weekly
2012,4,Bank Transfer,Monthly
2013,5,Cash,Fortnightly
2014,25,Debit Card,Quarterly
2015,47,PayPal,Bi-Weekly
2016,8,Credit Card,Fortnightly
2017,20,Debit Card,Fortnightly
2018,42,Bank Transfer,Every 3 Months
2019,20,Bank Transfer,Weekly
2020,23,Cash,Fortnightly
2021,26,Cash,Quarterly
2022,48,Venmo,Quarterly
2023,16,Cash,Bi-Weekly
2024,28,Cash,Bi-Weekly
2025,39,PayPal,Weekly
2026,43,Debit Card,Fortnightly
2027,45,Bank Transfer,Every 3 Months
2028,50,Credit Card,Every 3 Months
2029,10,Venmo,Bi-Weekly
2030,40,PayPal,Quarterly
2031,38,Credit Card,Monthly
2032,2,Credit Card,Monthly
2033,13,Cash,Annually
2034,33,Venmo,Annually
2035,27,PayPal,Monthly
2036,43,Bank Transfer,Weekly
2037,46,Cash,Weekly
2038,7,Venmo,Bi-Weekly
2039,35,Credit Card,Fortnightly
2040,31,Debit Card,Bi-Weekly
2041,42,Venmo,Quarterly
2042,14,PayPal,Bi-Weekly
2043,35,Venmo,Monthly
2044,49,PayPal,Weekly
2045,17,PayPal,Fortnightly
2046,26,PayPal,Quarterly
2047,30,Cash,Every 3 Months
2048,32,Cash,Annually
2049,35,Bank Transfer,Quarterly
2050,15,Venmo,Annually
2051,10,Debit Card,Annually
2052,14,Credit Card,Monthly
2053,30,Bank Transfer,Annually
2054,16,Credit Card,Fortnightly
2055,14,PayPal,Annually
2056,28,Bank Transfer,Weekly
2057,29,PayPal,Monthly
2058,5,PayPal,Every 3 Months
2059,17,Bank Transfer,Quarterly
2060,50,PayPal,Weekly
2061,23,Bank Transfer,Quarterly
2062,22,Debit Card,Annually
2063,15,Cash,Quarterly
2064,32,Cash,Monthly
2065,5,Bank Transfer,Monthly
2066,6,Bank Transfer,Bi-Weekly
2067,44,Debit Card,Fortnightly
2068,23,Cash,Fortnightly
2069,44,Venmo,Monthly
2070,3,Debit Card,Quarterly
2071,14,Cash,Monthly
2072,37,PayPal,Quarterly
2073,22,Bank Transfer,Weekly
2074,2,PayPal,Every 3 Months
2075,44,Debit Card,Fortnightly
2076,49,Debit Card,Monthly
2077,22,Debit Card,Bi-Weekly
2078,26,Bank Transfer,Annually
2079,40,Debit Card,Weekly
2080,16,PayPal,Quarterly
2081,17,Debit Card,Bi-Weekly
2082,48,Bank Transfer,Bi-Weekly
2083,28,Venmo,Every 3 Months
2084,26,Credit Card,Fortnightly
2085,43,Bank Transfer,Quarterly
2086,38,Debit Card,Weekly
2087,36,Cash,Every 3 Months
2088,1,Credit Card,Weekly
2089,49,Debit Card,Annually
2090,41,Credit Card,Every 3 Months
2091,21,Debit Card,Monthly
2092,24,Bank Transfer,Quarterly
2093,27,Bank Transfer,Weekly
2094,4,Debit Card,Annually
2095,19,Venmo,Annually
2096,1,Bank Transfer,Fortnightly
2097,27,Debit Card,Annually
2098,5,Credit Card,Weekly
2099,20,Venmo,Quarterly
2100,50,PayPal,Annually
2101,36,Cash,Fortnightly
2102,12,Bank Transfer,Bi-Weekly
2103,23,Cash,Monthly
2104,21,Venmo,Weekly
2105,47,Venmo,Weekly
2106,38,Venmo,Bi-Weekly
2107,40,Credit Card,Every 3 Months
2108,35,PayPal,Quarterly
2109,4,Credit Card,Quarterly
2110,28,Venmo,Every 3 Months
2111,36,Debit Card,Every 3 Months
2112,15,Bank Transfer,Annually
2113,7,Cash,Fortnightly
2114,29,PayPal,Every 3 Months
2115,12,Debit Card,Annually
2116,16,Bank Transfer,Bi-Weekly
2117,50,Debit Card,Bi-Weekly
2118,11,Debit Card,Annually
2119,28,Debit Card,Quarterly
2120,36,Venmo,Bi-Weekly
2121,38,PayPal,Quarterly
2122,32,Bank Transfer,Monthly
2123,42,Debit Card,Weekly
2124,22,Debit Card,Bi-Weekly
2125,22,Venmo,Quarterly
2126,31,PayPal,Quarterly
2127,28,Credit Card,Monthly
2128,40,Debit Card,Weekly
2129,21,PayPal,Weekly
2130,12,PayPal,Every 3 Months
2131,33,Credit Card,Annually
2132,9,Bank Transfer,Fortnightly
2133,15,Debit Card,Weekly
2134,13,Bank Transfer,Annually
2135,35,Credit Card,Fortnightly
2136,1,Debit Card,Every 3 Months
2137,25,Bank Transfer,Fortnightly
2138,20,Credit Card,Every 3 Months
2139,36,Venmo,Quarterly
2140,33,Cash,Weekly
2141,36,Cash,Fortnightly
2142,32,PayPal,Annually
2143,21,Venmo,Quarterly
2144,48,Venmo,Bi-Weekly
2145,25,PayPal,Quarterly
2146,32,PayPal,Annually
2147,45,PayPal,Every 3 Months
2148,4,Cash,Fortnightly
2149,19,PayPal,Bi-Weekly
2150,1,Bank Transfer,Weekly
2151,12,Cash,Weekly
2152,18,Venmo,Monthly
2153,43,Bank Transfer,Bi-Weekly
2154,31,PayPal,Annually
2155,33,Cash,Every 3 Months
2156,46,PayPal,Monthly
2157,41,Debit Card,Bi-Weekly
2158,41,Venmo,Fortnightly
2159,9,Bank Transfer,Fortnightly
2160,34,Cash,Annually
2161,21,PayPal,Annually
2162,5,Debit Card,Fortnightly
2163,32,PayPal,Weekly
2164,44,Bank Transfer,Monthly
2165,46,PayPal,Bi-Weekly
2166,42,Credit Card,Every 3 Months
2167,50,Credit Card,Bi-Weekly
2168,33,Venmo,Fortnightly
2169,32,Cash,Quarterly
2170,32,Bank Transfer,Bi-Weekly
2171,37,Venmo,Every 3 Months
2172,9,Cash,Fortnightly
2173,6,PayPal,Fortnightly
2174,36,Venmo,Quarterly
2175,1,Cash,Annually
2176,48,Credit Card,Fortnightly
2177,44,Debit Card,Quarterly
2178,9,PayPal,Bi-Weekly
2179,32,Venmo,Annually
2180,14,PayPal,Monthly
2181,43,Cash,Quarterly
2182,32,Bank Transfer,Bi-Weekly
2183,26,Venmo,Bi-Weekly
2184,2,Cash,Monthly
2185,16,PayPal,Every 3 Months
2186,50,Debit Card,Every 3 Months
2187,6,PayPal,Every 3 Months
2188,20,PayPal,Annually
2189,9,Credit Card,Weekly
2190,47,Credit Card,Bi-Weekly
2191,33,Credit Card,Annually
2192,46,Cash,Bi-Weekly
2193,9,Credit Card,Monthly
2194,8,PayPal,Monthly
2195,48,Bank Transfer,Quarterly
2196,2,Cash,Monthly
2197,31,PayPal,Weekly
2198,40,Venmo,Monthly
2199,35,Venmo,Monthly
2200,40,Debit Card,Monthly
2201,27,Debit Card,Every 3 Months
2202,10,Venmo,Annually
2203,23,Credit Card,Weekly
2204,32,Cash,Quarterly
2205,6,Debit Card,Monthly
2206,27,PayPal,Weekly
2207,25,Bank Transfer,Fortnightly
2208,11,Credit Card,Annually
2209,23,PayPal,Monthly
2210,44,Bank Transfer,Quarterly
2211,35,PayPal,Fortnightly
2212,45,Debit Card,Every 3 Months
2213,22,Bank Transfer,Quarterly
2214,18,Debit Card,Quarterly
2215,20,Debit Card,Weekly
2216,28,Credit Card,Fortnightly
2217,15,Venmo,Bi-Weekly
2218,42,Bank Transfer,Fortnightly
2219,20,Debit Card,Quarterly
2220,16,Bank Transfer,Fortnightly
2221,47,Cash,Annually
2222,34,Credit Card,Annually
2223,30,Credit Card,Weekly
2224,5,PayPal,Quarterly
2225,38,Cash,Quarterly
2226,18,Credit Card,Annually
2227,28,Cash,Annually
2228,42,Credit Card,Fortnightly
2229,5,Credit Card,Weekly
2230,50,Venmo,Monthly
2231,33,Venmo,Fortnightly
2232,1,Credit Card,Weekly
2233,14,Cash,Fortnightly
2234,48,Credit Card,Monthly
2235,26,Cash,Weekly
2236,44,Credit Card,Annually
2237,18,Debit Card,Fortnightly
2238,31,Venmo,Every 3 Months
2239,18,Debit Card,Weekly
2240,41,Credit Card,Every 3 Months
2241,18,Debit Card,Every 3 Months
2242,3,Bank Transfer,Bi-Weekly
2243,5,Credit Card,Bi-Weekly
2244,13,Debit Card,Annually
2245,22,PayPal,Annually
2246,45,PayPal,Fortnightly
2247,39,PayPal,Every 3 Months
2248,18,Venmo,Annually
2249,19,PayPal,Fortnightly
2250,29,Debit Card,Weekly
2251,19,Credit Card,Weekly
2252,22,Debit Card,Monthly
2253,21,Bank Transfer,Annually
2254,22,PayPal,Monthly
2255,44,PayPal,Every 3 Months
2256,42,Bank Transfer,Quarterly
2257,33,Credit Card,Quarterly
2258,6,Bank Transfer,Annually
2259,44,Credit Card,Every 3 Months
2260,24,Cash,Annually
2261,16,PayPal,Quarterly
2262,12,Bank Transfer,Fortnightly
2263,50,PayPal,Monthly
2264,42,Cash,Quarterly
2265,50,PayPal,Monthly
2266,10,PayPal,Quarterly
2267,32,Debit Card,Weekly
2268,37,Venmo,Weekly
2269,15,Bank Transfer,Monthly
2270,27,Credit Card,Annually
2271,7,Venmo,Weekly
2272,49,PayPal,Quarterly
2273,44,PayPal,Monthly
2274,13,PayPal,Bi-Weekly
2275,38,PayPal,Fortnightly
2276,10,Debit Card,Weekly
2277,25,Debit Card,Weekly
2278,18,Credit Card,Quarterly
2279,6,Cash,Every 3 Months
2280,35,Bank Transfer,Quarterly
2281,31,Credit Card,Fortnightly
2282,41,Bank Transfer,Annually
2283,8,Credit Card,Annually
2284,34,Credit Card,Fortnightly
2285,20,Venmo,Annually
2286,38,PayPal,Every 3 Months
2287,35,Venmo,Quarterly
2288,6,Debit Card,Annually
2289,50,PayPal,Weekly
2290,47,Venmo,Weekly
2291,23,PayPal,Quarterly
2292,13,Credit Card,Quarterly
2293,31,Debit Card,Monthly
2294,16,Debit Card,Every 3 Months
2295,40,Debit Card,Annually
2296,45,PayPal,Quarterly
2297,50,Venmo,Every 3 Months
2298,1,Bank Transfer,Quarterly
2299,10,Cash,Every 3 Months
2300,48,Credit Card,Every 3 Months
2301,38,Credit Card,Monthly
2302,21,Debit Card,Annually
2303,38,Venmo,Monthly
2304,31,Credit Card,Fortnightly
2305,9,Debit Card,Fortnightly
2306,47,Cash,Weekly
2307,8,Cash,Bi-Weekly
2308,30,Debit Card,Annually
2309,22,Bank Transfer,Quarterly
2310,3,Bank Transfer,Quarterly
2311,15,PayPal,Monthly
2312,10,Bank Transfer,Every 3 Months
2313,19,Cash,Every 3 Months
2314,36,Bank Transfer,Fortnightly
2315,12,Bank Transfer,Every 3 Months
2316,49,Debit Card,Quarterly
2317,7,Debit Card,Annually
2318,28,Bank Transfer,Monthly
2319,30,Credit Card,Annually
2320,29,PayPal,Monthly
2321,9,Debit Card,Every 3 Months
2322,27,Debit Card,Fortnightly
2323,21,Venmo,Fortnightly
2324,36,Credit Card,Monthly
2325,19,Debit Card,Annually
2326,47,Cash,Weekly
2327,38,Bank Transfer,Annually
2328,22,Venmo,Bi-Weekly
2329,29,Venmo,Bi-Weekly
2330,42,Bank Transfer,Annually
2331,47,PayPal,Every 3 Months
2332,10,Credit Card,Bi-Weekly
2333,10,Venmo,Monthly
2334,1,PayPal,Every 3 Months
2335,7,Credit Card,Monthly
2336,10,Venmo,Fortnightly
2337,11,Credit Card,Weekly
2338,5,Cash,Annually
2339,21,PayPal,Quarterly
2340,24,Bank Transfer,Quarterly
2341,37,Credit Card,Fortnightly
2342,22,Venmo,Every 3 Months
2343,16,Debit Card,Fortnightly
2344,44,PayPal,Monthly
2345,14,Venmo,Bi-Weekly
2346,23,Bank Transfer,Every 3 Months
2347,46,Debit Card,Fortnightly
2348,46,Cash,Every 3 Months
2349,16,PayPal,Every 3 Months
2350,40,Credit Card,Every 3 Months
2351,21,Cash,Annually
2352,25,PayPal,Bi-Weekly
2353,25,Bank Transfer,Quarterly
2354,25,Debit Card,Every 3 Months
2355,27,Venmo,Monthly
2356,12,Cash,Monthly
2357,27,Debit Card,Quarterly
2358,40,Credit Card,Bi-Weekly
2359,38,Credit Card,Quarterly
2360,44,Bank Transfer,Every 3 Months
2361,27,Venmo,Every 3 Months
2362,30,Credit Card,Every 3 Months
2363,24,Credit Card,Monthly
2364,38,Cash,Bi-Weekly
2365,4,PayPal,Quarterly
2366,32,Venmo,Monthly
2367,32,Credit Card,Fortnightly
2368,28,Bank Transfer,Bi-Weekly
2369,6,Debit Card,Every 3 Months
2370,24,PayPal,Monthly
2371,38,Venmo,Weekly
2372,28,Debit Card,Annually
2373,9,PayPal,Fortnightly
2374,21,Debit Card,Every 3 Months
2375,31,Debit Card,Monthly
2376,18,Credit Card,Quarterly
2377,5,Cash,Weekly
2378,22,Cash,Annually
2379,37,PayPal,Bi-Weekly
2380,22,Debit Card,Monthly
2381,36,PayPal,Fortnightly
2382,23,PayPal,Annually
2383,44,Debit Card,Weekly
2384,25,Bank Transfer,Annually
2385,40,PayPal,Quarterly
2386,12,PayPal,Weekly
2387,14,Venmo,Monthly
2388,14,Debit Card,Monthly
2389,10,Debit Card,Annually
2390,17,Bank Transfer,Every 3 Months
2391,24,Debit Card,Fortnightly
2392,31,Bank Transfer,Quarterly
2393,36,Cash,Annually
2394,38,PayPal,Every 3 Months
2395,23,Debit Card,Fortnightly
2396,47,PayPal,Bi-Weekly
2397,20,Venmo,Weekly
2398,41,Venmo,Monthly
2399,44,Bank Transfer,Fortnightly
2400,31,Cash,Monthly
2401,11,Credit Card,Bi-Weekly
2402,25,PayPal,Bi-Weekly
2403,31,Cash,Weekly
2404,40,Debit Card,Weekly
2405,23,Credit Card,Bi-Weekly
2406,5,Debit Card,Quarterly
2407,26,PayPal,Weekly
2408,11,Credit Card,Bi-Weekly
2409,44,Debit Card,Every 3 Months
2410,47,Cash,Every 3 Months
2411,46,PayPal,Monthly
2412,35,Cash,Every 3 Months
2413,8,Bank Transfer,Bi-Weekly
2414,30,Bank Transfer,Weekly
2415,14,Credit Card,Bi-Weekly
2416,30,Bank Transfer,Weekly
2417,26,Credit Card,Every 3 Months
2418,32,Venmo,Fortnightly
2419,47,Cash,Every 3 Months
2420,11,Credit Card,Every 3 Months
2421,28,PayPal,Annually
2422,2,Debit Card,Every 3 Months
2423,45,Credit Card,Weekly
2424,7,Credit Card,Every 3 Months
2425,28,Bank Transfer,Bi-Weekly
2426,34,Bank Transfer,Quarterly
2427,26,Debit Card,Every 3 Months
2428,45,Cash,Quarterly
2429,34,Debit Card,Annually
2430,47,Credit Card,Fortnightly
2431,42,Cash,Quarterly
2432,27,Bank Transfer,Every 3 Months
2433,43,Venmo,Monthly
2434,16,Cash,Bi-Weekly
2435,40,Credit Card,Monthly
2436,29,Cash,Bi-Weekly
2437,38,Credit Card,Quarterly
2438,34,Credit Card,Weekly
2439,30,Venmo,Weekly
2440,45,Bank Transfer,Annually
2441,47,Bank Transfer,Annually
2442,5,Credit Card,Monthly
2443,50,Debit Card,Bi-Weekly
2444,24,Bank Transfer,Bi-Weekly
2445,15,Debit Card,Bi-Weekly
2446,50,Cash,Weekly
2447,7,Credit Card,Monthly
2448,10,Venmo,Fortnightly
2449,38,PayPal,Bi-Weekly
2450,31,Venmo,Fortnightly
2451,7,Venmo,Quarterly
2452,27,Venmo,Monthly
2453,45,Bank Transfer,Every 3 Months
2454,13,Cash,Annually
2455,33,Venmo,Annually
2456,25,Cash,Every 3 Months
2457,5,PayPal,Monthly
2458,23,Cash,Quarterly
2459,17,Bank Transfer,Weekly
2460,14,Cash,Weekly
2461,28,Credit Card,Annually
2462,19,Credit Card,Weekly
2463,31,Bank Transfer,Bi-Weekly
2464,25,Cash,Bi-Weekly
2465,4,Cash,Bi-Weekly
2466,20,Bank Transfer,Weekly
2467,37,Cash,Annually
2468,28,Credit Card,Annually
2469,6,Venmo,Weekly
2470,27,PayPal,Annually
2471,29,Credit Card,Fortnightly
2472,1,Cash,Annually
2473,31,Credit Card,Annually
2474,28,Cash,Quarterly
2475,19,Bank Transfer,Quarterly
2476,36,Venmo,Monthly
2477,28,Cash,Monthly
2478,29,PayPal,Weekly
2479,9,Bank Transfer,Every 3 Months
2480,26,Credit Card,Every 3 Months
2481,7,Credit Card,Fortnightly
2482,35,Debit Card,Weekly
2483,46,Credit Card,Every 3 Months
2484,8,Debit Card,Monthly
2485,50,Cash,Every 3 Months
2486,37,Bank Transfer,Annually
2487,6,Credit Card,Fortnightly
2488,16,PayPal,Bi-Weekly
2489,30,PayPal,Monthly
2490,50,Venmo,Quarterly
2491,5,Cash,Every 3 Months
2492,15,Bank Transfer,Monthly
2493,34,Bank Transfer,Bi-Weekly
2494,6,Venmo,Every 3 Months
2495,26,Debit Card,Annually
2496,34,Credit Card,Every 3 Months
2497,37,Credit Card,Weekly
2498,28,Bank Transfer,Annually
2499,38,Cash,Fortnightly
2500,2,Cash,Quarterly
2501,32,Cash,Bi-Weekly
2502,30,Venmo,Bi-Weekly
2503,17,PayPal,Every 3 Months
2504,5,Debit Card,Bi-Weekly
2505,31,Cash,Bi-Weekly
2506,43,PayPal,Quarterly
2507,19,Venmo,Annually
2508,32,Credit Card,Every 3 Months
2509,5,Debit Card,Bi-Weekly
2510,9,Bank Transfer,Quarterly
2511,48,Credit Card,Weekly
2512,1,PayPal,Quarterly
2513,20,Credit Card,Monthly
2514,42,Cash,Annually
2515,45,PayPal,Bi-Weekly
2516,41,Cash,Monthly
2517,36,Debit Card,Quarterly
2518,10,Venmo,Annually
2519,31,Venmo,Annually
2520,21,Credit Card,Quarterly
2521,16,Cash,Every 3 Months
2522,18,PayPal,Every 3 Months
2523,20,Debit Card,Weekly
2524,21,Bank Transfer,Annually
2525,23,Credit Card,Quarterly
2526,20,PayPal,Weekly
2527,30,PayPal,Bi-Weekly
2528,33,Bank Transfer,Every 3 Months
2529,31,Debit Card,Monthly
2530,48,Bank Transfer,Monthly
2531,28,Debit Card,Weekly
2532,7,Cash,Every 3 Months
2533,4,Debit Card,Weekly
2534,49,Cash,Bi-Weekly
2535,22,Cash,Weekly
2536,39,Bank Transfer,Fortnightly
